exchange,code,name,full_name,short_name,company_full_name,list_date,board
SH,603208,江山欧派,江山欧派,江山欧派,江山欧派门业股份有限公司,2017-02-10,主板
SH,603209,兴通股份,兴通股份,兴通股份,兴通海运股份有限公司,2022-03-24,主板
SH,603210,泰鸿万立,泰鸿万立,泰鸿万立,浙江泰鸿万立科技股份有限公司,2025-04-09,主板
SH,603211,晋拓股份,晋拓科技股份,晋拓股份,晋拓科技股份有限公司,2022-07-25,主板
SH,603212,赛伍技术,赛伍技术,赛伍技术,苏州赛伍应用技术股份有限公司,2020-04-30,主板
SH,603213,镇洋发展,镇洋发展,镇洋发展,浙江镇洋发展股份有限公司,2021-11-11,主板
SH,603214,爱婴室,爱婴室,爱婴室,上海爱婴室商务服务股份有限公司,2018-03-30,主板
SH,603215,比依股份,比依股份,比依股份,浙江比依电器股份有限公司,2022-02-18,主板
SH,603216,梦天家居,梦天家居,梦天家居,梦天家居集团股份有限公司,2021-12-15,主板
SH,603217,元利科技,元利科技,元利科技,元利化学集团股份有限公司,2019-06-20,主板
SH,603218,日月股份,日月股份,日月股份,日月重工股份有限公司,2016-12-28,主板
SH,603219,富佳股份,富佳股份,富佳股份,宁波富佳实业股份有限公司,2021-11-22,主板
SH,603220,中贝通信,中贝通信,中贝通信,中贝通信集团股份有限公司,2018-11-15,主板
SH,603221,爱丽家居,爱丽家居,爱丽家居,爱丽家居科技股份有限公司,2020-03-23,主板
SH,603222,济民健康,济民健康,济民健康,济民健康管理股份有限公司,2015-02-17,主板
SH,603223,恒通股份,恒通股份,恒通股份,恒通物流股份有限公司,2015-06-30,主板
SH,603225,新凤鸣,新凤鸣,新凤鸣,新凤鸣集团股份有限公司,2017-04-18,主板
SH,603226,菲林格尔,菲林格尔,菲林格尔,菲林格尔家居科技股份有限公司,2017-06-15,主板
SH,603227,雪峰科技,雪峰科技,雪峰科技,新疆雪峰科技(集团)股份有限公司,2015-05-15,主板
SH,603228,景旺电子,景旺电子,景旺电子,深圳市景旺电子股份有限公司,2017-01-06,主板
SH,603229,奥翔药业,奥翔药业,奥翔药业,浙江奥翔药业股份有限公司,2017-05-09,主板
SH,603230,内蒙新华,内蒙新华,内蒙新华,内蒙古新华发行集团股份有限公司,2021-12-24,主板
SH,603231,索宝蛋白,索宝蛋白,索宝蛋白,宁波索宝蛋白科技股份有限公司,2023-12-15,主板
SH,603232,格尔软件,格尔软件,格尔软件,格尔软件股份有限公司,2017-04-21,主板
SH,603233,大参林,大参林,大参林,大参林医药集团股份有限公司,2017-07-31,主板
SH,603235,天新药业,天新药业,天新药业,江西天新药业股份有限公司,2022-07-12,主板
SH,603236,移远通信,移远通信,移远通信,上海移远通信技术股份有限公司,2019-07-16,主板
SH,603237,五芳斋,五芳斋实业,五芳斋,浙江五芳斋实业股份有限公司,2022-08-31,主板
SH,603238,诺邦股份,诺邦股份,诺邦股份,杭州诺邦无纺股份有限公司,2017-02-22,主板
SH,603239,浙江仙通,浙江仙通,浙江仙通,浙江仙通橡塑股份有限公司,2016-12-30,主板
SH,603248,锡华科技,锡华科技,锡华科技,江苏锡华新能源科技股份有限公司,2025-12-23,主板
SH,603255,鼎际得,鼎际得股份,鼎际得,辽宁鼎际得石化股份有限公司,2022-08-18,主板
SH,603256,宏和科技,宏和科技,宏和科技,宏和电子材料科技股份有限公司,2019-07-19,主板
SH,603257,中国瑞林,中国瑞林,中国瑞林,中国瑞林工程技术股份有限公司,2025-04-08,主板
SH,603258,电魂网络,电魂网络,电魂网络,杭州电魂网络科技股份有限公司,2016-10-26,主板
SH,603259,药明康德,药明康德,药明康德,无锡药明康德新药开发股份有限公司,2018-05-08,主板
SH,603260,合盛硅业,合盛硅业,合盛硅业,合盛硅业股份有限公司,2017-10-30,主板
SH,603261,*ST立航,*ST立航,*ST立航,成都立航科技股份有限公司,2022-03-15,主板
SH,603262,技源集团,技源集团,技源集团,技源集团股份有限公司,2025-07-23,主板
SH,603266,天龙股份,天龙股份,天龙股份,宁波天龙电子股份有限公司,2017-01-10,主板
SH,603267,鸿远电子,鸿远电子,鸿远电子,北京元六鸿远电子科技股份有限公司,2019-05-15,主板
SH,603268,松发股份,松发股份,松发股份,广东松发陶瓷股份有限公司,2015-03-19,主板
SH,603269,海鸥股份,海鸥股份,海鸥股份,江苏海鸥冷却塔股份有限公司,2017-05-17,主板
SH,603270,金帝股份,金帝精密科技股份,金帝股份,山东金帝精密机械科技股份有限公司,2023-09-01,主板
SH,603271,永杰新材,永杰新材料,永杰新材,永杰新材料股份有限公司,2025-03-11,主板
SH,603272,*ST联翔,*ST联翔,*ST联翔,浙江联翔智能家居股份有限公司,2022-05-20,主板
SH,603273,天元智能,天元智能,天元智能,江苏天元智能装备股份有限公司,2023-10-23,主板
SH,603275,众辰科技,上海众辰科技,众辰科技,上海众辰电子科技股份有限公司,2023-08-23,主板
SH,603276,恒兴新材,恒兴新材料科技,恒兴新材,江苏恒兴新材料科技股份有限公司,2023-09-25,主板
SH,603277,银都股份,银都股份,银都股份,银都餐饮设备股份有限公司,2017-09-11,主板
SH,603278,大业股份,大业股份,大业股份,山东大业股份有限公司,2017-11-13,主板
SH,603279,景津装备,景津装备,景津装备,景津装备股份有限公司,2019-07-29,主板
SH,603280,南方路机,南方路面机械,南方路机,福建南方路面机械股份有限公司,2022-11-08,主板
SH,603281,江瀚新材,江瀚新材,江瀚新材,湖北江瀚新材料股份有限公司,2023-01-31,主板
SH,603282,亚光股份,亚光科技股份,亚光股份,浙江亚光科技股份有限公司,2023-03-15,主板
SH,603283,赛腾股份,赛腾股份,赛腾股份,苏州赛腾精密电子股份有限公司,2017-12-25,主板
SH,603284,林平发展,林平发展,林平发展,安徽林平循环发展股份有限公司,2026-02-10,主板
SH,603285,键邦股份,键邦股份,键邦股份,山东键邦新材料股份有限公司,2024-07-05,主板
SH,603286,日盈电子,日盈电子,日盈电子,江苏日盈电子股份有限公司,2017-06-27,主板
SH,603288,海天味业,海天味业,海天味业,佛山市海天调味食品股份有限公司,2014-02-11,主板
SH,603289,泰瑞机器,泰瑞机器,泰瑞机器,泰瑞机器股份有限公司,2017-10-31,主板
SH,603290,斯达半导,斯达半导,斯达半导,斯达半导体股份有限公司,2020-02-04,主板
SH,603291,联合水务,联合水务,联合水务,江苏联合水务科技股份有限公司,2023-03-27,主板
SH,603293,埃泰克,埃泰克汽车电子,埃泰克,芜湖埃泰克汽车电子股份有限公司,2026-04-16,主板
SH,603296,华勤技术,华勤技术,华勤技术,华勤技术股份有限公司,2023-08-08,主板
SH,603297,永新光学,永新光学,永新光学,宁波永新光学股份有限公司,2018-09-10,主板
SH,603298,杭叉集团,杭叉集团,杭叉集团,杭叉集团股份有限公司,2016-12-27,主板
SH,603299,苏盐井神,苏盐井神,苏盐井神,江苏苏盐井神股份有限公司,2015-12-31,主板
SH,603300,海南华铁,海南华铁,海南华铁,浙江海控南科华铁数智科技股份有限公司,2015-05-29,主板
SH,603301,振德医疗,振德医疗,振德医疗,振德医疗用品股份有限公司,2018-04-12,主板
SH,603303,得邦照明,得邦照明,得邦照明,横店集团得邦照明股份有限公司,2017-03-30,主板
SH,603305,旭升集团,旭升集团,旭升集团,宁波旭升集团股份有限公司,2017-07-10,主板
SH,603306,华懋科技,华懋科技,华懋科技,华懋(厦门)新材料科技股份有限公司,2014-09-26,主板
SH,603307,扬州金泉,扬州金泉,扬州金泉,扬州金泉旅游用品股份有限公司,2023-02-16,主板
SH,603308,应流股份,应流股份,应流股份,安徽应流机电股份有限公司,2014-01-22,主板
SH,603309,维力医疗,维力医疗,维力医疗,广州维力医疗器械股份有限公司,2015-03-02,主板
SH,603310,巍华新材,巍华新材,巍华新材,浙江巍华新材料股份有限公司,2024-08-14,主板
SH,603311,金海高科,金海高科,金海高科,浙江金海高科股份有限公司,2015-05-18,主板
SH,603312,西典新能,西典新能,西典新能,苏州西典新能源电气股份有限公司,2024-01-11,主板
SH,603313,梦百合,梦百合,梦百合,梦百合家居科技股份有限公司,2016-10-13,主板
SH,603315,福鞍股份,福鞍股份,福鞍股份,辽宁福鞍重工股份有限公司,2015-04-24,主板
SH,603316,诚邦股份,诚邦股份,诚邦股份,诚邦智芯科技股份有限公司,2017-06-19,主板
SH,603317,XD天味食,XD天味食品,天味食品,四川天味食品集团股份有限公司,2019-04-16,主板
SH,603318,水发燃气,水发燃气,水发燃气,水发派思燃气股份有限公司,2015-04-24,主板
SH,603319,美湖股份,美湖股份,美湖股份,湖南美湖智造股份有限公司,2016-11-30,主板
SH,603320,迪贝电气,迪贝电气,迪贝电气,浙江迪贝电气股份有限公司,2017-05-02,主板
SH,603321,梅轮电梯,梅轮电梯,梅轮电梯,浙江梅轮电梯股份有限公司,2017-09-15,主板
SH,603322,超讯通信,超讯通信,超讯通信,超讯通信股份有限公司,2016-07-28,主板
SH,603323,苏农银行,苏农银行,苏农银行,江苏苏州农村商业银行股份有限公司,2016-11-29,主板
SH,603324,盛剑科技,盛剑科技,盛剑科技,上海盛剑科技股份有限公司,2021-04-07,主板
SH,603325,博隆技术,博隆技术,博隆技术,上海博隆装备技术股份有限公司,2024-01-10,主板
SH,603326,我乐家居,我乐家居,我乐家居,南京我乐家居股份有限公司,2017-06-16,主板
SH,603327,福蓉科技,福蓉科技,福蓉科技,四川福蓉科技股份公司,2019-05-23,主板
SH,603328,依顿电子,依顿电子,依顿电子,广东依顿电子科技股份有限公司,2014-07-01,主板
SH,603329,上海雅仕,上海雅仕,上海雅仕,上海雅仕投资发展股份有限公司,2017-12-29,主板
SH,603330,天洋新材,天洋新材,天洋新材,天洋新材(上海)科技股份有限公司,2017-02-13,主板
SH,603331,百达精工,百达精工,百达精工,浙江百达精工股份有限公司,2017-07-05,主板
SH,603332,苏州龙杰,苏州龙杰,苏州龙杰,苏州龙杰特种纤维股份有限公司,2019-01-17,主板
SH,603333,尚纬股份,尚纬股份,尚纬股份,尚纬股份有限公司,2012-05-07,主板
SH,603334,丰倍生物,丰倍生物,丰倍生物,苏州丰倍生物科技股份有限公司,2025-11-05,主板
SH,603335,迪生力,迪生力,迪生力,广东迪生力汽配股份有限公司,2017-06-20,主板
SH,603336,宏辉果蔬,宏辉果蔬,宏辉果蔬,宏辉果蔬股份有限公司,2016-11-24,主板
SH,603337,杰克科技,杰克科技,杰克科技,杰克科技股份有限公司,2017-01-19,主板
SH,603338,浙江鼎力,浙江鼎力,浙江鼎力,浙江鼎力机械股份有限公司,2015-03-25,主板
SH,603339,四方科技,四方科技,四方科技,四方科技集团股份有限公司,2016-05-19,主板
SH,603341,龙旗科技,龙旗科技,龙旗科技,上海龙旗科技股份有限公司,2024-03-01,主板
SH,603344,星德胜,星德胜科技,星德胜,星德胜科技(苏州)股份有限公司,2024-03-20,主板
SH,603345,安井食品,安井食品,安井食品,安井食品集团股份有限公司,2017-02-22,主板
SH,603348,文灿股份,文灿股份,文灿股份,文灿集团股份有限公司,2018-04-26,主板
SH,603350,安乃达,安乃达,安乃达,安乃达驱动技术(上海)股份有限公司,2024-07-03,主板
SH,603351,威尔药业,威尔药业,威尔药业,南京威尔药业集团股份有限公司,2019-01-30,主板
SH,603352,至信股份,至信股份,至信股份,重庆至信实业股份有限公司,2026-01-15,主板
SH,603353,和顺石油,和顺石油,和顺石油,湖南和顺石油股份有限公司,2020-04-07,主板
SH,603355,莱克电气,莱克电气,莱克电气,莱克电气股份有限公司,2015-05-13,主板
SH,603356,华菱精工,华菱精工,华菱精工,宣城市华菱精工科技股份有限公司,2018-01-24,主板
SH,603357,设计总院,设计总院,设计总院,安徽省交通规划设计研究总院股份有限公司,2017-08-01,主板
SH,603358,华达科技,华达科技,华达科技,华达汽车科技股份有限公司,2017-01-25,主板
SH,603359,*ST东珠,*ST东珠,*ST东珠,东珠生态环保股份有限公司,2017-09-01,主板
SH,603360,百傲化学,百傲化学,百傲化学,大连百傲化学股份有限公司,2017-02-06,主板
SH,603363,傲农生物,傲农生物,傲农生物,福建傲农生物科技集团股份有限公司,2017-09-26,主板
SH,603365,水星家纺,水星家纺,水星家纺,上海水星家用纺织品股份有限公司,2017-11-20,主板
SH,603366,日出东方,日出东方,日出东方,日出东方控股股份有限公司,2012-05-21,主板
SH,603367,辰欣药业,辰欣药业,辰欣药业,辰欣药业股份有限公司,2017-09-29,主板
SH,603368,柳药集团,柳药集团,柳药集团,广西柳药集团股份有限公司,2014-12-04,主板
SH,603369,今世缘,今世缘,今世缘,江苏今世缘酒业股份有限公司,2014-07-03,主板
SH,603370,华新精科,华新精科,华新精科,江阴华新精密科技股份有限公司,2025-09-05,主板
SH,603373,安邦护卫,安邦护卫集团股份,安邦护卫,安邦护卫集团股份有限公司,2023-12-20,主板
SH,603375,盛景微,盛景微电子,盛景微,无锡盛景微电子股份有限公司,2024-01-24,主板
SH,603376,大明电子,大明电子,大明电子,大明电子股份有限公司,2025-11-06,主板
SH,603377,ST东时,ST东时,ST东时,东方时尚驾驶学校股份有限公司,2016-02-05,主板
SH,603378,*ST亚士,*ST亚士,*ST亚士,亚士创能科技(上海)股份有限公司,2017-09-28,主板
SH,603379,三美股份,三美股份,三美股份,浙江三美化工股份有限公司,2019-04-02,主板
SH,603380,易德龙,易德龙,易德龙,苏州易德龙科技股份有限公司,2017-06-22,主板
SH,603381,永臻股份,永臻股份,永臻股份,永臻科技股份有限公司,2024-06-26,主板
SH,603382,海阳科技,海阳科技,海阳科技,海阳科技股份有限公司,2025-06-12,主板
SH,603383,顶点软件,顶点软件,顶点软件,福建顶点软件股份有限公司,2017-05-22,主板
SH,603385,惠达卫浴,惠达卫浴,惠达卫浴,惠达卫浴股份有限公司,2017-04-05,主板
SH,603386,骏亚科技,骏亚科技,骏亚科技,广东骏亚电子科技股份有限公司,2017-09-12,主板
SH,603387,基蛋生物,基蛋生物,基蛋生物,基蛋生物科技股份有限公司,2017-07-17,主板
SH,603389,*ST亚振,*ST亚振,*ST亚振,亚振家居股份有限公司,2016-12-15,主板
SH,603390,通达电气,通达电气,通达电气,广州通达汽车电气股份有限公司,2019-11-25,主板
SH,603391,力聚热能,力聚热能,力聚热能,浙江力聚热能装备股份有限公司,2024-07-31,主板
SH,603392,万泰生物,万泰生物,万泰生物,北京万泰生物药业股份有限公司,2020-04-29,主板
SH,603393,新天然气,新天然气,新天然气,新疆鑫泰天然气股份有限公司,2016-09-12,主板
SH,603395,红四方,中盐红四方,红四方,中盐安徽红四方肥业股份有限公司,2024-11-26,主板
SH,603396,金辰股份,金辰股份,金辰股份,营口金辰机械股份有限公司,2017-10-18,主板
SH,603398,*ST沐邦,*ST沐邦,*ST沐邦,江西沐邦高科股份有限公司,2015-12-09,主板
SH,603399,永杉锂业,永杉锂业,永杉锂业,锦州永杉锂业股份有限公司,2012-08-24,主板
SH,603400,华之杰,华之杰,华之杰,苏州华之杰电讯股份有限公司,2025-06-20,主板
SH,603402,陕西旅游,陕西旅游,陕西旅游,陕西旅游文化产业股份有限公司,2026-01-06,主板
SH,603406,天富龙,天富龙,天富龙,扬州天富龙集团股份有限公司,2025-08-08,主板
SH,603407,N长裕,N长裕集团,-,长裕控股集团股份有限公司,2026-05-11,主板
SH,603408,建霖家居,建霖家居,建霖家居,厦门建霖健康家居股份有限公司,2020-07-30,主板
SH,603409,汇通控股,汇通控股,汇通控股,合肥汇通控股股份有限公司,2025-03-04,主板
SH,603416,信捷电气,信捷电气,信捷电气,无锡信捷电气股份有限公司,2016-12-21,主板
SH,603418,友升股份,友升股份,友升股份,上海友升铝业股份有限公司,2025-09-23,主板
SH,603421,鼎信通讯,鼎信通讯,鼎信通讯,青岛鼎信通讯股份有限公司,2016-10-11,主板
SH,603429,*ST集友,*ST集友,*ST集友,安徽集友新材料股份有限公司,2017-01-24,主板
SH,603439,三力制药,三力制药,三力制药,贵州三力制药股份有限公司,2020-04-28,主板
SH,603444,吉比特,吉比特,吉比特,厦门吉比特网络技术股份有限公司,2017-01-04,主板
SH,603456,九洲药业,九洲药业,九洲药业,浙江九洲药业股份有限公司,2014-10-10,主板
SH,603458,勘设股份,勘设股份,勘设股份,贵州省交通规划勘察设计研究院股份有限公司,2017-08-09,主板
SH,603459,红板科技,红板科技,红板科技,江西红板科技股份有限公司,2026-04-08,主板
SH,603466,风语筑,风语筑,风语筑,上海风语筑文化科技股份有限公司,2017-10-20,主板
SH,603477,巨星农牧,巨星农牧,巨星农牧,乐山巨星农牧股份有限公司,2017-12-18,主板
SH,603486,科沃斯,科沃斯,科沃斯,科沃斯机器人股份有限公司,2018-05-28,主板
SH,603488,展鹏科技,展鹏科技,展鹏科技,展鹏科技股份有限公司,2017-05-16,主板
SH,603489,八方股份,八方股份,八方股份,八方电气(苏州)股份有限公司,2019-11-11,主板
SH,603496,恒为科技,恒为科技,恒为科技,恒为科技(上海)股份有限公司,2017-06-07,主板
SH,603499,翔港科技,翔港科技,翔港科技,上海翔港包装科技股份有限公司,2017-10-16,主板
SH,603500,祥和实业,祥和实业,祥和实业,浙江天台祥和实业股份有限公司,2017-09-04,主板
SH,603501,豪威集团,豪威集团,豪威集团,豪威集成电路(集团)股份有限公司,2017-05-04,主板
SH,603505,金石资源,金石资源,金石资源,金石资源集团股份有限公司,2017-05-03,主板
SH,603506,南都物业,南都物业,南都物业,南都物业服务集团股份有限公司,2018-02-01,主板
SH,603507,振江股份,振江股份,振江股份,江苏振江新能源装备股份有限公司,2017-11-06,主板
SH,603508,思维列控,思维列控,思维列控,河南思维自动化设备股份有限公司,2015-12-24,主板
SH,603511,爱慕股份,爱慕股份,爱慕股份,爱慕股份有限公司,2021-05-31,主板
SH,603515,欧普照明,欧普照明,欧普照明,欧普照明股份有限公司,2016-08-19,主板
SH,603516,淳中科技,淳中科技,淳中科技,北京淳中科技股份有限公司,2018-02-02,主板
SH,603517,ST绝味,ST绝味,ST绝味,绝味食品股份有限公司,2017-03-17,主板
SH,603518,锦泓集团,锦泓集团,锦泓集团,锦泓时装集团股份有限公司,2014-12-03,主板
SH,603519,立霸股份,立霸股份,立霸股份,江苏立霸实业股份有限公司,2015-03-19,主板
SH,603520,司太立,司太立,司太立,浙江司太立制药股份有限公司,2016-03-09,主板
SH,603527,众源新材,众源新材,众源新材,安徽众源新材料股份有限公司,2017-09-07,主板
SH,603528,多伦科技,多伦科技,多伦科技,多伦科技股份有限公司,2016-05-03,主板
SH,603529,爱玛科技,爱玛科技,爱玛科技,爱玛科技集团股份有限公司,2021-06-15,主板
SH,603530,神马电力,神马电力,神马电力,江苏神马电力股份有限公司,2019-08-05,主板
SH,603533,掌阅科技,掌阅科技,掌阅科技,掌阅科技股份有限公司,2017-09-21,主板
SH,603535,嘉诚国际,嘉诚国际,嘉诚国际,广州市嘉诚国际物流股份有限公司,2017-08-08,主板
SH,603536,惠发食品,惠发食品,惠发食品,山东惠发食品股份有限公司,2017-06-13,主板
SH,603538,美诺华,美诺华,美诺华,宁波美诺华药业股份有限公司,2017-04-07,主板
SH,603551,奥普科技,奥普科技,奥普科技,奥普智能科技股份有限公司,2020-01-15,主板
SH,603556,海兴电力,海兴电力,海兴电力,杭州海兴电力科技股份有限公司,2016-11-10,主板
SH,603557,*ST起步,*ST起步,*ST起步,起步股份有限公司,2017-08-18,主板
SH,603558,健盛集团,健盛集团,健盛集团,浙江健盛集团股份有限公司,2015-01-27,主板
SH,603559,ST通脉,ST通脉,ST通脉,中通国脉通信股份有限公司,2016-12-02,主板
SH,603565,中谷物流,中谷物流,中谷物流,上海中谷物流股份有限公司,2020-09-25,主板
SH,603566,普莱柯,普莱柯,普莱柯,普莱柯生物工程股份有限公司,2015-05-18,主板
SH,603567,珍宝岛,珍宝岛,珍宝岛,黑龙江珍宝岛药业股份有限公司,2015-04-24,主板
SH,603568,伟明环保,伟明环保,伟明环保,浙江伟明环保股份有限公司,2015-05-28,主板
SH,603569,长久物流,长久物流,长久物流,北京长久物流股份有限公司,2016-08-10,主板
SH,603577,汇金通,汇金通,汇金通,青岛汇金通电力设备股份有限公司,2016-12-22,主板
SH,603578,三星新材,三星新材,三星新材,浙江三星新材股份有限公司,2017-03-06,主板
SH,603579,荣泰健康,荣泰健康,荣泰健康,上海荣泰健康科技股份有限公司,2017-01-11,主板
SH,603580,*ST艾艾,*ST艾艾,*ST艾艾,艾艾精密工业输送系统(上海)股份有限公司,2017-05-25,主板
SH,603583,捷昌驱动,捷昌驱动,捷昌驱动,浙江捷昌线性驱动科技股份有限公司,2018-09-21,主板
SH,603585,苏利股份,苏利股份,苏利股份,江苏苏利精细化工股份有限公司,2016-12-14,主板
SH,603586,金麒麟,金麒麟,金麒麟,山东金麒麟股份有限公司,2017-04-06,主板
SH,603587,地素时尚,地素时尚,地素时尚,地素时尚股份有限公司,2018-06-22,主板
SH,603588,高能环境,高能环境,高能环境,北京高能时代环境技术股份有限公司,2014-12-29,主板
SH,603589,口子窖,口子窖,口子窖,安徽口子酒业股份有限公司,2015-06-29,主板
SH,603590,康辰药业,康辰药业,康辰药业,北京康辰药业股份有限公司,2018-08-27,主板
SH,603595,ST东尼,ST东尼,ST东尼,浙江东尼电子股份有限公司,2017-07-12,主板
SH,603596,DR伯特利,DR伯特利,伯特利,芜湖伯特利汽车安全系统股份有限公司,2018-04-27,主板
SH,603598,引力传媒,引力传媒,引力传媒,引力传媒股份有限公司,2015-05-27,主板
SH,603599,广信股份,广信股份,广信股份,安徽广信农化股份有限公司,2015-05-13,主板
SH,603600,永艺股份,永艺股份,永艺股份,永艺家具股份有限公司,2015-01-23,主板
SH,603601,再升科技,再升科技,再升科技,重庆再升科技股份有限公司,2015-01-22,主板
SH,603602,纵横通信,纵横通信,纵横通信,杭州纵横通信股份有限公司,2017-08-10,主板
SH,603605,珀莱雅,珀莱雅,珀莱雅,珀莱雅化妆品股份有限公司,2017-11-15,主板
SH,603606,东方电缆,东方电缆,东方电缆,宁波东方电缆股份有限公司,2014-10-15,主板
SH,603607,京华激光,京华激光,京华激光,浙江京华激光科技股份有限公司,2017-10-25,主板
SH,603608,天创时尚,天创时尚,天创时尚,天创时尚股份有限公司,2016-02-18,主板
SH,603609,禾丰股份,禾丰股份,禾丰股份,禾丰食品股份有限公司,2014-08-08,主板
SH,603610,麒盛科技,麒盛科技,麒盛科技,麒盛科技股份有限公司,2019-10-29,主板
SH,603611,诺力股份,诺力股份,XD诺力股,诺力智能装备股份有限公司,2015-01-28,主板
SH,603612,索通发展,索通发展,索通发展,索通发展股份有限公司,2017-07-18,主板
SH,603613,国联股份,国联股份,国联股份,北京国联视讯信息技术股份有限公司,2019-07-30,主板
SH,603615,茶花股份,茶花股份,茶花股份,茶花现代家居用品股份有限公司,2017-02-13,主板
SH,603616,韩建河山,韩建河山,韩建河山,北京韩建河山管业股份有限公司,2015-06-11,主板
SH,603617,君禾股份,君禾股份,君禾股份,君禾泵业股份有限公司,2017-07-03,主板
SH,603618,杭电股份,杭电股份,杭电股份,杭州电缆股份有限公司,2015-02-17,主板
SH,603619,中曼石油,中曼石油,中曼石油,中曼石油天然气集团股份有限公司,2017-11-17,主板
SH,603626,科森科技,科森科技,科森科技,昆山科森科技股份有限公司,2017-02-09,主板
SH,603628,清源股份,清源股份,清源股份,清源科技股份有限公司,2017-01-12,主板
SH,603629,利通电子,利通电子,利通电子,江苏利通电子股份有限公司,2018-12-24,主板
SH,603630,拉芳家化,拉芳家化,拉芳家化,拉芳家化股份有限公司,2017-03-13,主板
SH,603633,徕木股份,徕木股份,徕木股份,上海徕木电子股份有限公司,2016-11-17,主板
SH,603636,南威软件,南威软件,南威软件,南威软件股份有限公司,2014-12-30,主板
SH,603637,镇海股份,镇海股份,镇海股份,镇海石化工程股份有限公司,2017-02-08,主板
SH,603638,艾迪精密,艾迪精密,艾迪精密,烟台艾迪精密机械股份有限公司,2017-01-20,主板
SH,603639,海利尔,海利尔,海利尔,海利尔药业集团股份有限公司,2017-01-12,主板
SH,603648,畅联股份,畅联股份,畅联股份,上海畅联国际物流股份有限公司,2017-09-13,主板
SH,603650,彤程新材,彤程新材,彤程新材,彤程新材料集团股份有限公司,2018-06-27,主板
SH,603655,朗博科技,朗博科技,朗博科技,常州朗博密封科技股份有限公司,2017-12-29,主板
SH,603656,泰禾智能,泰禾智能,泰禾智能,合肥泰禾智能科技集团股份有限公司,2017-03-21,主板
SH,603657,春光科技,春光科技,春光科技,金华春光橡塑科技股份有限公司,2018-07-30,主板
SH,603658,安图生物,安图生物,安图生物,郑州安图生物工程股份有限公司,2016-09-01,主板
SH,603659,璞泰来,璞泰来,璞泰来,上海璞泰来新能源科技集团股份有限公司,2017-11-03,主板
SH,603660,苏州科达,苏州科达,苏州科达,苏州科达科技股份有限公司,2016-12-01,主板
SH,603661,恒林股份,恒林股份,恒林股份,恒林家居股份有限公司,2017-11-21,主板
SH,603662,柯力传感,柯力传感,柯力传感,宁波柯力传感科技股份有限公司,2019-08-06,主板
SH,603663,三祥新材,三祥新材,三祥新材,三祥新材股份有限公司,2016-08-01,主板
SH,603665,康隆达,康隆达,康隆达,浙江康隆达特种防护科技股份有限公司,2017-03-13,主板
SH,603666,亿嘉和,亿嘉和,亿嘉和,亿嘉和科技股份有限公司,2018-06-12,主板
SH,603667,五洲新春,五洲新春,五洲新春,浙江五洲新春集团股份有限公司,2016-10-25,主板
SH,603668,天马科技,天马科技,天马科技,福建天马科技集团股份有限公司,2017-01-17,主板
SH,603669,灵康药业,灵康药业,灵康药业,灵康药业集团股份有限公司,2015-05-28,主板
SH,603676,卫信康,卫信康,卫信康,西藏卫信康医药股份有限公司,2017-07-21,主板
SH,603677,奇精机械,奇精机械,奇精机械,奇精机械股份有限公司,2017-02-06,主板
SH,603678,火炬电子,火炬电子,火炬电子,福建火炬电子科技股份有限公司,2015-01-26,主板
SH,603679,华体科技,华体科技,华体科技,四川华体照明科技股份有限公司,2017-06-21,主板
SH,603680,今创集团,今创集团,今创集团,今创集团股份有限公司,2018-02-27,主板
SH,603681,永冠新材,永冠新材,永冠新材,上海永冠众诚新材料科技(集团)股份有限公司,2019-03-26,主板
SH,603682,锦和商管,锦和商管,锦和商管,上海锦和商业经营管理(集团)股份有限公司,2020-04-21,主板
SH,603683,晶华新材,晶华新材,晶华新材,上海晶华胶粘新材料股份有限公司,2017-10-20,主板
SH,603685,晨丰科技,晨丰科技,晨丰科技,浙江晨丰科技股份有限公司,2017-11-27,主板
SH,603686,福龙马,福龙马,福龙马,福龙马集团股份有限公司,2015-01-26,主板
SH,603687,大胜达,大胜达,大胜达,浙江大胜达包装股份有限公司,2019-07-26,主板
SH,603688,石英股份,石英股份,石英股份,江苏太平洋石英股份有限公司,2014-10-31,主板
SH,603689,皖天然气,皖天然气,皖天然气,安徽省天然气开发股份有限公司,2017-01-10,主板
SH,603690,至纯科技,至纯科技,至纯科技,上海至纯洁净系统科技股份有限公司,2017-01-13,主板
SH,603693,江苏新能,江苏新能,江苏新能,江苏省新能源开发股份有限公司,2018-07-03,主板
SH,603696,安记食品,安记食品,安记食品,安记食品股份有限公司,2015-12-09,主板
SH,603697,有友食品,有友食品,有友食品,有友食品股份有限公司,2019-05-08,主板
SH,603698,航天工程,航天工程,航天工程,航天长征化学工程股份有限公司,2015-01-28,主板
SH,603699,纽威股份,纽威股份,纽威股份,苏州纽威阀门股份有限公司,2014-01-17,主板
SH,603700,宁水集团,宁水集团,宁水集团,宁波水表(集团)股份有限公司,2019-01-22,主板
SH,603701,德宏股份,德宏股份,德宏股份,浙江德宏汽车电子电器股份有限公司,2016-04-12,主板
SH,603703,盛洋科技,盛洋科技,盛洋科技,浙江盛洋科技股份有限公司,2015-04-23,主板
SH,603706,东方环宇,东方环宇,东方环宇,新疆东方环宇燃气股份有限公司,2018-07-09,主板
SH,603707,健友股份,健友股份,健友股份,南京健友生化制药股份有限公司,2017-07-19,主板
